Song_Name,Artist,Danceability,Energy,Key,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Temp,Target
Dizzy,LIVVIA,0.715,0.793,11,-3.12,0.0452,0.648,0,0.377,0.785,106.001,0
Ooh La La,Josie Dunne,0.821,0.585,6,-6.314,0.261,0.318,1.81e-05,0.17,0.686,144.065,0
Liberated,NIve,0.675,0.588,4,-7.189,0.0777,0.29,0,0.0796,0.225,122.016,0
move!,NIKI,0.829,0.49,6,-7.003,0.508,0.523,0,0.0861,0.801,126.922,0
Mirror Talk,Griff,0.79,0.342,0,-8.946,0.314,0.11,0,0.104,0.417,86.984,0
Truth Hurts,Lizzo,0.715,0.624,4,-3.046,0.114,0.11,0,0.123,0.412,158.087,0
The London (feat. J. Cole & Travis Scott),Young Thug,0.796,0.586,4,-6.946,0.147,0.0247,0,0.132,0.179,97.981,0
Some Girl,Andy Grammer,0.501,0.537,1,-7.405,0.142,0.0691,0,0.125,0.151,135.944,0
Hello,J. Cole,0.631,0.7,9,-8.565,0.212,0.0774,1.19e-05,0.106,0.329,159.973,0
"Hold On, We're Going Home",Drake,0.776,0.413,6,-7.438,0.0952,0.00415,2.68e-05,0.0724,0.287,100.003,0
Connect,Drake,0.683,0.488,6,-9.473,0.135,0.408,0,0.132,0.469,75.039,0
Go Loko,YG,0.88,0.67,2,-5.188,0.0429,0.299,5.08e-06,0.0677,0.142,100.995,0
No Guidance (feat. Drake),Chris Brown,0.698,0.454,1,-6.756,0.151,0.123,0,0.155,0.137,92.932,0
EARFQUAKE,"Tyler, The Creator",0.554,0.498,9,-8.866,0.0685,0.23,5.98e-06,0.795,0.413,79.635,0
So Bad,Eminem,0.773,0.811,1,0.496,0.0882,0.304,0,0.174,0.774,81.037,0
Way Back Home (feat. Ty Dolla $ign),YBN Cordae,0.868,0.521,1,-7.837,0.426,0.378,0,0.374,0.407,117.146,0
It All Comes Out in the Wash,Miranda Lambert,0.602,0.73,0,-4.925,0.0314,0.00106,0.000115,0.095,0.923,164.027,-1
Tip of My Tongue,Kenny Chesney,0.669,0.559,5,-5.003,0.0251,0.0805,0,0.0703,0.491,95.001,-1
One Thing Right - feat. Kane Brown,Marshmello,0.659,0.623,4,-2.253,0.0451,0.0667,0,0.582,0.439,88.042,-1
Talk You Out Of It,Florida Georgia Line,0.652,0.712,4,-4.588,0.0388,0.596,0,0.0814,0.553,120.063,-1
We Were Like,Kelsea Ballerini,0.591,0.92,4,-4.591,0.0428,0.0421,1.36e-05,0.25,0.59,100.011,-1
Living,Dierks Bentley,0.517,0.813,1,-6.325,0.0558,0.0153,0,0.106,0.444,83.005,-1
Lonely If You Are,Chase Rice,0.593,0.745,7,-4.37,0.0574,0.19,0,0.227,0.849,169.951,-1
Thought About You,Tim McGraw,0.563,0.745,2,-4.753,0.0288,0.24,4.96e-05,0.11,0.28,121.015,-1
Rearview Town,Jason Aldean,0.526,0.85,10,-4.47,0.0313,0.023,0,0.0948,0.338,141.973,-1
To a T,Ryan Hurd,0.687,0.641,11,-5.814,0.03,0.17,0,0.111,0.663,120.04,-1
The Ones That Didn’t Make It Back Home,Justin Moore,0.537,0.784,3,-4.869,0.034,0.0979,0,0.224,0.468,137.995,-1
Make Me Want To,Jimmie Allen,0.519,0.872,2,-3.212,0.0616,0.0793,0,0.111,0.74,179.965,-1
Ridin' Roads,Dustin Lynch,0.547,0.817,9,-4.255,0.0448,0.0986,0,0.136,0.592,142.118,-1
Anything but Yellow,Haley Mae Campbell,0.682,0.728,5,-6.036,0.0411,0.494,3.96e-06,0.0514,0.497,129.942,-1
Refrigerator Door,Luke Combs,0.526,0.868,1,-4.396,0.0491,0.0111,6.22e-06,0.12,0.626,75.007,-1
That's How You Got It,John Gurney,0.673,0.683,4,-4.224,0.0321,0.00181,1.06e-05,0.099,0.824,89.984,-1
Every Girl in This Town,Trisha Yearwood,0.616,0.681,7,-7.265,0.0304,0.0572,0,0.0899,0.353,111.942,-1
Someone I Used To Know,Zac Brown Band,0.621,0.746,6,-5.69,0.03,0.000927,0.00108,0.102,0.334,107.953,-1
Knockin' Boots,Luke Bryan,0.739,0.682,2,-3.728,0.205,0.129,0,0.328,0.634,131.983,-1
The Bones,Maren Morris,0.612,0.57,11,-6.642,0.0347,0.279,0,0.0963,0.335,77.004,-1
Even Though I'm Leaving,Luke Combs,0.547,0.743,2,-6.064,0.0323,0.235,0,0.231,0.647,77.9,-1
Look What God Gave Her,Thomas Rhett,0.732,0.847,2,-3.921,0.0307,0.0221,0,0.246,0.885,113.012,-1
There's A Drink For That,James Barker Band,0.628,0.688,7,-6.2,0.0268,0.0081,0,0.301,0.699,96.012,-1
My Miracle,Brad Paisley,0.573,0.656,4,-5.564,0.0274,0.496,3.41e-05,0.0991,0.547,140.036,-1
All To Myself,Dan + Shay,0.651,0.782,1,-4.622,0.0303,0.23,0,0.139,0.619,94.94,-1
Head Over Heels,Runaway June,0.578,0.879,4,-4.912,0.0306,0.0296,0,0.22,0.699,93.006,-1
"Big, Big Plans",Chris Lane,0.574,0.58,7,-6.091,0.0278,0.076,0,0.12,0.4,149.97,-1
My Love,Clare Dunn,0.686,0.888,7,-2.173,0.055,0.0584,0,0.211,0.598,109.994,-1
Leave Her Wild,Tyler Rich,0.402,0.754,0,-5.268,0.0571,0.0394,0,0.128,0.502,173.887,-1
Better Luck Next Time,Kelsea Ballerini,0.373,0.477,8,-6.391,0.0819,0.226,0,0.0879,0.531,198.522,-1
Try Saying Goodbye,John King,0.432,0.77,5,-7.076,0.0331,0.0117,0,0.0849,0.335,93.858,-1
Love Ain't,Eli Young Band,0.6,0.851,11,-4.645,0.0388,0.00566,9.78e-06,0.0891,0.727,98.007,-1
Raised on Country,Chris Young,0.572,0.794,2,-3.224,0.0455,0.395,0,0.23,0.79,148.095,-1
What Happens In A Small Town,Brantley Gilbert,0.496,0.775,11,-5.304,0.0411,0.000927,0,0.14,0.478,138.165,-1
Good as You,Kane Brown,0.634,0.516,8,-6.05,0.0373,0.4,0,0.142,0.769,153.831,-1
Good Vibes,Chris Janson,0.582,0.846,0,-2.771,0.0451,0.022,0,0.133,0.736,92.004,-1
One Man Band,Old Dominion,0.705,0.363,6,-8.327,0.0355,0.667,0,0.112,0.482,75.98,-1
Beer Never Broke My Heart,Luke Combs,0.54,0.863,1,-4.483,0.0481,0.0138,0,0.0871,0.64,77.0,-1
What If I Never Get Over You,Lady Antebellum,0.58,0.725,0,-5.124,0.0273,0.016,0,0.107,0.369,93.014,-1
Closer To You,Carly Pearce,0.662,0.685,4,-4.561,0.0302,0.125,0,0.0961,0.447,111.964,-1
Famous,Adam Doleac,0.736,0.423,7,-6.934,0.0428,0.398,0,0.108,0.346,94.919,-1
Southbound,Carrie Underwood,0.614,0.884,0,-4.019,0.0402,0.00122,0,0.077,0.721,100.531,-1
Nobody,Dylan Scott,0.573,0.747,0,-6.46,0.0319,0.519,1.13e-06,0.0867,0.645,79.952,-1
Can’t Hide Red,Florida Georgia Line,0.514,0.864,4,-3.246,0.0502,0.0256,0,0.103,0.471,94.927,-1
Prayed For You,Matt Stell,0.595,0.698,9,-5.836,0.0361,0.0851,0,0.106,0.518,140.035,-1
Some Of It,Eric Church,0.56,0.736,0,-7.306,0.0446,0.341,9.81e-06,0.155,0.824,79.843,-1
Beer Can’t Fix,Thomas Rhett,0.711,0.774,7,-4.068,0.0308,0.0317,0,0.124,0.939,111.016,-1
GIRL,Maren Morris,0.44,0.793,6,-3.95,0.0502,0.0677,0,0.0788,0.447,143.599,-1
Take It From Me,Jordan Davis,0.598,0.893,10,-3.136,0.0497,0.0227,0,0.352,0.667,100.031,-1
I Don't Know About You,Chris Lane,0.594,0.808,1,-5.749,0.0615,0.601,0,0.119,0.73,144.028,-1
God's Country,Blake Shelton,0.538,0.752,10,-5.106,0.0396,0.0608,5.39e-06,0.118,0.217,139.984,-1
In Between,Scotty McCreery,0.592,0.928,11,-5.403,0.0557,0.0166,1.38e-05,0.123,0.391,121.997,-1
Rumor,Lee Brice,0.655,0.56,9,-6.857,0.0486,0.749,0,0.115,0.599,140.975,-1
Alcohol You Later,Mitchell Tenpenny,0.668,0.595,8,-6.977,0.0373,0.0252,0,0.0978,0.459,99.973,-1
We Were,Keith Urban,0.44,0.803,5,-6.162,0.0512,0.127,0,0.128,0.633,79.312,-1
Somebody's Daughter,Tenille Townes,0.479,0.859,0,-5.208,0.0395,0.00206,0,0.123,0.537,173.924,-1
Heartbeat,Carrie Underwood,0.54,0.766,1,-4.478,0.05,0.606,0,0.0903,0.435,139.999,-1
Beautiful Crazy,Luke Combs,0.552,0.402,11,-7.431,0.0262,0.676,0,0.0928,0.382,103.313,-1
Meant to Be (feat. Florida Georgia Line),Bebe Rexha,0.643,0.783,10,-6.458,0.0856,0.047,0,0.083,0.579,154.084,-1
Something 'Bout You,Sir Rosevelt,0.692,0.692,2,-6.065,0.0818,0.189,0,0.0884,0.75,153.255,-1
Heartache On The Dance Floor,Jon Pardi,0.594,0.824,9,-4.252,0.0458,0.0617,0,0.0861,0.671,116.005,-1
Broken Halos,Chris Stapleton,0.607,0.575,8,-7.066,0.0252,0.133,2.52e-06,0.0566,0.504,78.341,-1
The Middle,Zedd,0.753,0.657,7,-3.061,0.0449,0.171,0,0.112,0.437,107.01,-1
Small Town Boy,Dustin Lynch,0.553,0.747,9,-5.905,0.0292,0.0244,0,0.363,0.711,73.033,-1
I Like The Sound Of That,Rascal Flatts,0.611,0.8,0,-5.61,0.0377,0.257,0,0.194,0.527,89.974,-1
Body Like A Back Road,Sam Hunt,0.731,0.469,5,-7.226,0.0326,0.463,1.04e-06,0.103,0.631,98.963,-1
Head Over Boots,Jon Pardi,0.637,0.669,7,-4.608,0.0237,0.0919,0,0.103,0.638,108.078,-1
Dirty Laundry,Carrie Underwood,0.456,0.874,10,-4.129,0.114,0.0595,1.12e-05,0.111,0.5,200.179,-1
H.O.L.Y.,Florida Georgia Line,0.525,0.685,7,-3.954,0.0351,0.385,0,0.0731,0.54,78.003,-1
Hard To Love,Lee Brice,0.638,0.722,9,-6.177,0.0332,0.0119,0.00808,0.189,0.469,103.017,-1
Play It Again,Luke Bryan,0.51,0.898,11,-3.15,0.0696,0.0832,0,0.071,0.596,144.056,-1
What Ifs,Kane Brown,0.612,0.799,10,-4.603,0.0275,0.00898,0,0.172,0.687,125.976,-1
Parachute,Chris Stapleton,0.642,0.762,6,-7.411,0.0296,0.00967,5.72e-05,0.182,0.605,113.038,-1
Springsteen,Eric Church,0.692,0.809,2,-5.935,0.0255,0.1,9.77e-05,0.185,0.927,104.023,-1
Do I Make You Wanna,Billy Currington,0.549,0.751,9,-5.423,0.0299,0.122,0,0.208,0.493,89.953,-1
Night Train,Jason Aldean,0.493,0.708,5,-5.196,0.0291,0.0575,0,0.175,0.547,158.037,-1
Church Bells,Carrie Underwood,0.575,0.844,3,-1.772,0.0633,0.226,0,0.0538,0.542,87.007,-1
Wagon Wheel,Darius Rucker,0.529,0.663,9,-7.138,0.0306,0.456,0,0.142,0.592,148.102,-1
Hometown Girl,Josh Turner,0.504,0.805,3,-5.653,0.0316,0.269,0.103,0.117,0.496,155.956,-1
Tequila,Dan + Shay,0.474,0.594,11,-5.756,0.0289,0.0292,0,0.133,0.503,86.131,-1
May We All,Florida Georgia Line,0.488,0.915,7,-4.255,0.0389,0.0406,0,0.351,0.646,75.019,-1
It Don't Hurt Like It Used To,Billy Currington,0.503,0.824,3,-4.039,0.0524,0.083,0,0.21,0.448,161.981,-1
Any Ol' Barstool,Jason Aldean,0.536,0.722,4,-4.163,0.0284,0.312,0,0.117,0.499,143.78,-1
Heaven,Kane Brown,0.677,0.556,9,-6.544,0.0306,0.263,0,0.105,0.521,80.009,-1
Greatest Love Story,LANCO,0.665,0.621,10,-8.571,0.0524,0.38,0,0.119,0.632,147.975,-1
You Broke Up with Me,Walker Hayes,0.846,0.711,0,-7.939,0.061,0.496,0,0.247,0.883,120.013,-1
Simple,Florida Georgia Line,0.375,0.889,3,-3.704,0.0991,0.0848,0,0.136,0.881,199.669,-1
Song for Another Time,Old Dominion,0.497,0.805,11,-3.995,0.0332,0.125,0,0.167,0.696,166.048,-1
All the Pretty Girls,Kenny Chesney,0.612,0.848,6,-3.736,0.0368,0.00916,0,0.366,0.719,120.996,-1
Die A Happy Man,Thomas Rhett,0.66,0.383,2,-9.377,0.0304,0.381,0,0.119,0.381,83.096,-1
Cry Pretty,Carrie Underwood,0.374,0.742,6,-3.36,0.0432,0.00517,0,0.11,0.21,139.953,-1
Speechless,Dan + Shay,0.631,0.44,1,-5.948,0.028,0.328,0,0.239,0.418,136.033,-1
Singles You Up,Jordan Davis,0.489,0.9,7,-3.563,0.0488,0.0441,0,0.247,0.611,200.054,-1
Stay A Little Longer,Brothers Osborne,0.555,0.89,6,-5.533,0.0309,0.0414,0.131,0.147,0.513,96.987,-1
Kiss Somebody,Morgan Evans,0.492,0.681,6,-7.038,0.075,0.143,0,0.199,0.511,178.01,-1
When It Rains It Pours,Luke Combs,0.551,0.801,6,-5.069,0.0303,0.013,6.03e-06,0.265,0.625,128.027,-1
Unforgettable,Thomas Rhett,0.663,0.738,7,-5.48,0.0303,0.032,0.000225,0.0856,0.825,130.02,-1
Sleep Without You,Brett Young,0.631,0.716,10,-5.713,0.0432,0.013,0,0.0756,0.647,88.541,-1
House Party,Sam Hunt,0.747,0.861,8,-5.251,0.0514,0.113,0,0.026,0.859,103.966,-1
I Was Jack (You Were Diane),Jake Owen,0.603,0.872,6,-3.563,0.0487,0.102,0,0.0505,0.594,94.008,-1
You Make It Easy,Jason Aldean,0.375,0.574,7,-5.305,0.0315,0.143,0,0.11,0.406,132.025,-1
Bring It On Over,Billy Currington,0.705,0.761,0,-4.579,0.0298,0.00385,0,0.186,0.819,99.986,-1
Love Wins,Carrie Underwood,0.523,0.865,7,-4.697,0.0989,0.0112,0,0.153,0.325,135.115,-1
One Number Away,Luke Combs,0.544,0.781,6,-6.16,0.0311,0.00585,0,0.191,0.527,144.075,-1
Round Here,Florida Georgia Line,0.523,0.954,1,-3.051,0.0374,0.00385,1.65e-06,0.243,0.901,141.982,-1
Mercy,Brett Young,0.638,0.367,4,-7.906,0.0266,0.84,0,0.0999,0.219,71.957,-1
I Could Use a Love Song,Maren Morris,0.638,0.634,6,-6.474,0.0468,0.214,0,0.0866,0.473,92.097,-1
Written in the Sand,Old Dominion,0.725,0.437,6,-9.602,0.0575,0.593,0,0.0842,0.759,83.985,-1
I'm Comin' Over,Chris Young,0.575,0.845,10,-3.838,0.035,0.0282,0,0.0814,0.376,127.997,-1
Hurricane,Luke Combs,0.443,0.804,10,-6.432,0.0406,0.0165,2.89e-06,0.181,0.438,151.928,-1
Lose It,Kane Brown,0.549,0.869,4,-4.905,0.0289,0.00261,1.77e-06,0.29,0.433,91.988,-1
In Case You Didn't Know,Brett Young,0.596,0.544,10,-7.294,0.0315,0.397,0,0.106,0.393,147.976,-1
Over You,Miranda Lambert,0.566,0.507,6,-6.973,0.0279,0.535,0.00619,0.107,0.141,158.119,-1
Loved by a Country Boy,Trea Landon,0.639,0.737,5,-2.632,0.0255,0.124,0,0.128,0.674,90.035,-1
Drinkin' Hours,Cole Swindell,0.522,0.922,8,-3.184,0.077,0.0552,0,0.284,0.878,156.045,-1
What I've Been Missin',ALISSA GRIFFITH,0.523,0.73,1,-4.507,0.0374,0.0749,3.36e-06,0.12,0.472,151.943,-1
Thank Me for That,Tyler Braden,0.535,0.902,0,-2.942,0.0381,0.0808,0,0.256,0.479,131.021,-1
Colorblind,Jordan Rager,0.585,0.728,4,-4.709,0.0323,0.00393,0,0.0762,0.314,129.96,-1
All I Need to See,Mitch Rossell,0.682,0.714,0,-6.775,0.0283,0.0675,0.000445,0.182,0.376,115.986,-1
Get the Girl,Trea Landon,0.52,0.754,1,-3.526,0.0645,0.351,0,0.103,0.464,159.98,-1
Catching Fire,Josh Abbott Band,0.528,0.735,0,-4.241,0.0284,0.0575,3.99e-06,0.156,0.436,99.995,-1
Field Party,Kassi Ashton,0.781,0.861,6,-6.302,0.126,0.158,2.81e-06,0.768,0.844,93.985,-1
Waitin' on 5,Chris Janson,0.54,0.896,1,-2.925,0.0457,0.0673,0,0.146,0.865,159.908,-1
Love That,Seaforth,0.583,0.802,0,-6.242,0.0399,0.206,4.37e-06,0.328,0.448,101.975,-1
Greener,Josh Mirenda,0.718,0.458,7,-5.832,0.026,0.198,0,0.0831,0.345,127.989,-1
One At A Time,Jackson Michelson,0.693,0.845,11,-3.927,0.0362,0.125,7.81e-06,0.16,0.935,97.98,-1
Don't Let Her,Walker Hayes,0.712,0.64,4,-5.219,0.0374,0.0987,1.32e-06,0.0787,0.713,88.026,-1
GOOD TIME,Niko Moon,0.791,0.64,5,-5.876,0.0468,0.134,0,0.371,0.616,138.043,-1
Chasin' You,Morgan Wallen,0.631,0.589,7,-5.821,0.0278,0.668,0,0.111,0.487,97.067,-1
Little More You,Josh Abbott Band,0.484,0.838,7,-3.039,0.0336,0.0633,6.26e-06,0.118,0.645,143.983,-1
Drink I Think,John Gurney,0.632,0.725,5,-6.203,0.0276,0.361,5.32e-06,0.128,0.62,90.034,-1
Everywhere But On,Matt Stell,0.558,0.737,6,-4.022,0.0275,0.0391,0,0.0944,0.335,149.956,-1
If You're Lucky,Adam Craig,0.504,0.838,8,-2.383,0.041,0.0323,0.000152,0.111,0.697,140.133,-1
Stay Over,Jackson Michelson,0.597,0.798,0,-5.163,0.0319,0.0446,0,0.121,0.686,142.011,-1
Life I'm Livin',Adam Sanders,0.677,0.891,8,-3.224,0.043,0.249,0,0.147,0.697,121.985,-1
Really Shouldn't Drink Around You,Teddy Robb,0.62,0.733,9,-4.794,0.0517,0.621,0,0.0755,0.507,73.021,-1
Panorama,Ryan Hurd,0.505,0.78,11,-6.344,0.0381,0.0228,0,0.0974,0.166,104.024,-1
Proofs in the Bourbon,Darrell Rae,0.614,0.859,11,-4.568,0.0503,0.18,0.00045,0.0687,0.467,136.011,-1
What Could've Been,Gone West,0.602,0.574,10,-5.926,0.0293,0.555,0,0.135,0.394,143.986,-1
Remember These Words,Luke Pell,0.567,0.819,2,-6.157,0.0263,0.0458,0.000129,0.127,0.502,154.133,-1
Lucky Stars,Josh Gracin,0.505,0.761,2,-4.084,0.0339,0.00955,0,0.318,0.372,135.929,-1
Life After Your Leavin',Ray Fulcher,0.618,0.864,0,-5.504,0.0381,0.247,4.85e-06,0.117,0.725,83.06,-1
Loving Me Lonely,Martin McDaniel,0.568,0.601,1,-5.715,0.0281,0.0413,0,0.0969,0.39,124.045,-1
One Good Reason,Hunter Hayes,0.416,0.681,6,-7.67,0.054,0.137,0,0.0987,0.554,89.833,-1
Town Ain't Big Enough,Chris Young,0.441,0.826,6,-4.175,0.04,0.0638,0.00162,0.0944,0.577,75.982,-1
Drop of Us,Levi Hummon,0.597,0.856,6,-5.542,0.0578,0.0026,0,0.449,0.578,108.935,-1
More Beautiful,Josh Jenkins,0.42,0.86,4,-6.415,0.0407,0.146,0,0.222,0.661,179.913,-1
Other Girl,Filmore,0.428,0.664,0,-5.842,0.039,0.28,0,0.174,0.623,166.222,-1
Now You Know,Jon Langston,0.475,0.932,6,-4.005,0.0649,0.0296,0,0.0883,0.524,148.075,-1
No Matter What,King Calaway,0.641,0.728,10,-6.549,0.0366,0.0678,0,0.065,0.624,103.951,-1
Drop,Dallas Smith,0.632,0.872,6,-4.242,0.0638,0.14,0,0.131,0.339,119.969,-1
Somebody Like Me,Ray Fulcher,0.542,0.807,9,-5.969,0.0327,0.15,0,0.0827,0.379,149.969,-1
Drinkin',Cold Creek County,0.645,0.793,1,-6.723,0.0279,0.122,1.64e-06,0.109,0.769,98.038,-1
Thinking About You,Logan Mize,0.669,0.7,0,-6.647,0.0329,0.018,0,0.104,0.791,123.976,-1
Break It In,Eli Young Band,0.487,0.735,2,-6.735,0.0453,0.00352,0,0.109,0.6,157.908,-1
Guy Like You,Abby Anderson,0.835,0.665,3,-4.909,0.0329,0.308,0,0.128,0.775,120.998,-1
Anything Like You Dance,Ray Fulcher,0.692,0.887,11,-5.458,0.0644,0.141,1.52e-06,0.178,0.45,114.056,-1
Over Us,Dylan Brady,0.495,0.775,10,-5.112,0.0361,0.0184,0,0.0904,0.385,133.051,-1
Don’t Wanna Write This Song,Brett Young,0.507,0.452,2,-7.557,0.0377,0.19,0,0.0841,0.224,150.217,-1
Better Than Me,Tucker Beathard,0.538,0.879,1,-3.161,0.0449,0.0476,3.17e-05,0.284,0.44,142.015,-1
Me And Jack,Jon Pardi,0.384,0.958,9,-3.018,0.0598,0.0219,3.03e-05,0.272,0.749,107.048,-1
Come Back,Brinley Addington,0.525,0.713,9,-5.511,0.0355,0.517,0,0.163,0.386,161.923,-1
Details,Billy Currington,0.678,0.714,5,-4.03,0.111,0.0164,0,0.298,0.868,139.991,-1
Get That Man A Beer,Riley Green,0.56,0.808,4,-4.676,0.0311,0.00804,0,0.313,0.621,134.07,-1
Rules of Breaking Up,Brandon Ratcliff,0.646,0.758,1,-3.639,0.0391,0.155,0,0.174,0.776,141.906,-1
Girlfriend,Renee Blair,0.458,0.694,4,-5.898,0.0343,0.00722,0,0.125,0.291,196.164,-1
Home in a Hometown,Matt Stell,0.546,0.676,5,-4.5,0.0292,0.0599,0,0.24,0.509,139.961,-1
Ain't Working for Me,Spencer Crandall,0.607,0.637,6,-5.36,0.0484,0.305,0,0.0806,0.496,149.938,-1
All Nighter,Cole Swindell,0.556,0.74,11,-4.554,0.0499,0.0671,0,0.106,0.365,115.057,-1
Homemade,Jake Owen,0.505,0.841,6,-2.733,0.0488,0.395,0,0.22,0.57,146.061,-1
Some Girls,Jameson Rodgers,0.431,0.831,8,-5.108,0.0474,0.0791,0,0.312,0.352,167.96,-1
I Do For You,Dillon Carmichael,0.658,0.664,2,-5.193,0.0308,0.00118,0.0178,0.0902,0.675,112.98,-1
Talk You Out Of It,Florida Georgia Line,0.651,0.708,4,-4.791,0.0376,0.582,0,0.0796,0.558,119.964,-1
Buy My Own Drinks,Runaway June,0.686,0.9,5,-4.406,0.0614,0.068,0,0.0985,0.962,155.963,-1
Good as You,Kane Brown,0.634,0.516,8,-6.05,0.0373,0.4,0,0.142,0.769,153.831,-1
Love You Too Late,Cole Swindell,0.542,0.797,9,-4.45,0.0379,0.00111,0,0.0906,0.593,113.95,-1
Eyes On You,Chase Rice,0.606,0.652,9,-6.982,0.0281,0.323,0,0.201,0.476,97.155,-1
Thought About You,Tim McGraw,0.563,0.745,2,-4.753,0.0288,0.24,4.96e-05,0.11,0.28,121.015,-1
Back To Life,Rascal Flatts,0.467,0.701,4,-4.997,0.0302,0.191,0,0.0769,0.28,132.041,-1
Every Little Thing,Russell Dickerson,0.638,0.854,1,-4.664,0.11,0.216,0,0.0357,0.859,93.869,-1
Day Drunk,Morgan Evans,0.647,0.754,10,-5.446,0.0378,0.015,0,0.0684,0.755,97.005,-1
She Got the Best of Me,Luke Combs,0.533,0.907,11,-3.793,0.0406,0.0292,0,0.386,0.7,150.99,-1
Girl Like You,Jason Aldean,0.543,0.88,3,-4.204,0.0365,0.035,0.000227,0.304,0.483,144.057,-1
Best Shot,Jimmie Allen,0.629,0.464,4,-8.72,0.0334,0.75,0,0.0853,0.523,156.051,-1
This Is It,Scotty McCreery,0.557,0.511,8,-6.788,0.0291,0.254,0,0.099,0.602,156.042,-1
Make It Sweet,Old Dominion,0.539,0.859,7,-4.465,0.0399,0.0317,0,0.102,0.456,89.937,-1
Here Tonight,Brett Young,0.517,0.776,11,-5.271,0.0362,0.0144,0,0.113,0.448,96.002,-1
Love Someone,Brett Eldredge,0.423,0.813,9,-5.011,0.0507,0.218,1.62e-06,0.0732,0.421,173.995,-1
Blue Tacoma,Russell Dickerson,0.455,0.897,9,-4.879,0.0403,0.0183,0,0.174,0.728,160.139,-1
Whiskey Glasses,Morgan Wallen,0.615,0.68,6,-4.582,0.0286,0.364,1.75e-06,0.115,0.702,149.992,-1
If I Know Me,Morgan Wallen,0.783,0.605,8,-5.792,0.098,0.766,7.42e-05,0.109,0.674,100.004,-1
Take It From Me,Jordan Davis,0.592,0.891,10,-3.144,0.0512,0.0267,0,0.352,0.674,99.983,-1
Night Shift,Jon Pardi,0.628,0.757,7,-3.561,0.0281,0.113,0,0.263,0.727,96.016,-1
She Got the Best of Me,Luke Combs,0.52,0.745,11,-5.391,0.0265,0.0152,0,0.123,0.581,76.033,-1
Drunk Me,Mitchell Tenpenny,0.386,0.799,2,-3.789,0.0555,0.201,0,0.103,0.391,86.333,-1
How Does It Sound,Dylan Schneider,0.536,0.761,7,-5.532,0.0287,0.0141,0,0.133,0.495,82.007,-1
Trust You,Julia Cole,0.661,0.536,2,-7.34,0.0386,0.25,0,0.128,0.605,94.955,-1
That Moment When,CB30,0.571,0.739,4,-4.82,0.0413,0.0125,0,0.095,0.517,93.964,-1
DRUNK OVER YOU,Niko Moon,0.785,0.86,1,-4.902,0.0491,0.0381,0.000236,0.227,0.792,145.929,-1
Terlingua Girl,Lillie Mae,0.258,0.527,2,-7.877,0.0283,0.0187,0.00646,0.109,0.426,138.134,-1
Almost,Thomas Rhett,0.603,0.739,0,-6.173,0.0243,0.0208,0,0.4,0.505,99.979,-1
Nobody,Dylan Scott,0.573,0.747,0,-6.46,0.0319,0.519,1.13e-06,0.0867,0.645,79.952,-1
Georgia Power,Blanco Brown,0.749,0.586,1,-9.43,0.138,0.372,0,0.121,0.412,140.075,-1
Down For It,Willie Jones,0.614,0.869,9,-3.234,0.0379,0.201,0,0.0903,0.506,82.021,-1
Locomotive,Miranda Lambert,0.568,0.967,4,-2.678,0.0799,0.00188,0.00206,0.361,0.686,107.378,-1
Ain't Always The Cowboy,Jon Pardi,0.539,0.837,9,-3.458,0.0385,0.0094,0,0.262,0.551,151.913,-1
Moon Over Mexico,Luke Combs,0.495,0.781,7,-5.871,0.0452,0.459,2.61e-06,0.106,0.486,140.962,-1
Ask Me How I Know,Mitch Rossell,0.528,0.58,1,-6.705,0.039,0.171,2.49e-06,0.0875,0.222,144.008,-1
You Got Me,Dylan Scott,0.669,0.684,7,-6.792,0.0344,0.656,3.17e-06,0.105,0.722,149.947,-1
Somebody Ain't You,Mitchell Tenpenny,0.592,0.749,11,-4.604,0.0483,0.0203,0,0.122,0.614,160.046,-1
Like a Rodeo,Kane Brown,0.67,0.661,3,-6.798,0.0466,0.704,0,0.217,0.425,119.985,-1
"Red Dirt, Blue Eyes",Dustin Lynch,0.508,0.841,8,-4.517,0.0622,0.0601,1.92e-05,0.218,0.779,159.937,-1
Got It Bad,Louie Bello,0.573,0.684,4,-6.819,0.204,0.202,0,0.0905,0.863,179.748,-1
Let It Be Mine,Brett Young,0.362,0.576,0,-7.041,0.0337,0.0572,9.45e-06,0.107,0.568,82.079,-1
Drowning,Chris Young,0.438,0.661,5,-5.189,0.0359,0.211,0,0.0865,0.319,75.989,-1
Look At Us Now,Dylan Scott,0.595,0.792,6,-5.305,0.0359,0.0383,3.93e-05,0.0815,0.568,130.087,-1
How Did You Know,On The Outside,0.575,0.622,8,-4.966,0.0257,0.24,0,0.0668,0.447,94.086,-1
Chapters,Brett Young,0.589,0.613,11,-6.816,0.0379,0.179,0,0.0967,0.643,81.015,-1
So That Girl,Bailey Hefley,0.569,0.777,6,-4.053,0.0691,0.0402,0,0.22,0.625,184.105,-1
Corners of My Mind,John Gurney,0.729,0.624,5,-6.447,0.0413,0.318,0.00535,0.157,0.594,123.95,-1
Head Over Heels,Runaway June,0.578,0.879,4,-4.912,0.0306,0.0296,0,0.22,0.699,93.006,-1
Reason Why,Matt Stell,0.42,0.843,7,-4.079,0.045,0.00446,5.85e-06,0.0848,0.465,77.939,-1
